istat;name;cadastral;province;province_abbr;region;nuts3
034025;Noceto;F914;Parma;PR;Emilia-Romagna;ITH52
034026;Palanzano;G255;Parma;PR;Emilia-Romagna;ITH52
034027;Parma;G337;Parma;PR;Emilia-Romagna;ITH52
034028;Pellegrino Parmense;G424;Parma;PR;Emilia-Romagna;ITH52
034030;Roccabianca;H384;Parma;PR;Emilia-Romagna;ITH52
034031;Sala Baganza;H682;Parma;PR;Emilia-Romagna;ITH52
034032;Salsomaggiore Terme;H720;Parma;PR;Emilia-Romagna;ITH52
034033;San Secondo Parmense;I153;Parma;PR;Emilia-Romagna;ITH52
034035;Solignano;I803;Parma;PR;Emilia-Romagna;ITH52
034036;Soragna;I840;Parma;PR;Emilia-Romagna;ITH52
034038;Terenzo;E548;Parma;PR;Emilia-Romagna;ITH52
034039;Tizzano Val Parma;L183;Parma;PR;Emilia-Romagna;ITH52
034040;Tornolo;L229;Parma;PR;Emilia-Romagna;ITH52
034041;Torrile;L299;Parma;PR;Emilia-Romagna;ITH52
034042;Traversetolo;L346;Parma;PR;Emilia-Romagna;ITH52
034044;Valmozzola;L641;Parma;PR;Emilia-Romagna;ITH52
034045;Varano de' Melegari;L672;Parma;PR;Emilia-Romagna;ITH52
034046;Varsi;L689;Parma;PR;Emilia-Romagna;ITH52
034049;Sissa Trecasali;M325;Parma;PR;Emilia-Romagna;ITH52
034050;Polesine Zibello;M367;Parma;PR;Emilia-Romagna;ITH52
034051;Sorbolo Mezzani;M411;Parma;PR;Emilia-Romagna;ITH52
035001;Albinea;A162;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035002;Bagnolo in Piano;A573;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035003;Baiso;A586;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035004;Bibbiano;A850;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035005;Boretto;A988;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035006;Brescello;B156;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035008;Cadelbosco di Sopra;B328;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035009;Campagnola Emilia;B499;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035010;Campegine;B502;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035011;Carpineti;B825;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035012;Casalgrande;B893;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035013;Casina;B967;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035014;Castellarano;C141;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035015;Castelnovo di Sotto;C218;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035016;Castelnovo ne' Monti;C219;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035017;Cavriago;C405;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035018;Canossa;C669;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035020;Correggio;D037;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035021;Fabbrico;D450;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035022;Gattatico;D934;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035023;Gualtieri;E232;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035024;Guastalla;E253;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035026;Luzzara;E772;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035027;Montecchio Emilia;F463;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035028;Novellara;F960;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035029;Poviglio;G947;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035030;Quattro Castella;H122;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035032;Reggiolo;H225;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035033;Reggio nell'Emilia;H223;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035034;Rio Saliceto;H298;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035035;Rolo;H500;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035036;Rubiera;H628;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035037;San Martino in Rio;I011;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035038;San Polo d'Enza;I123;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035039;Sant'Ilario d'Enza;I342;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035040;Scandiano;I496;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035041;Toano;L184;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035042;Vetto;L815;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035043;Vezzano sul Crostolo;L820;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035044;Viano;L831;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035045;Villa Minozzo;L969;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
035046;Ventasso;M364;Reggio nell'Emilia;RE;Emilia-Romagna;ITH53
036001;Bastiglia;A713;Modena;MO;Emilia-Romagna;ITH54
036002;Bomporto;A959;Modena;MO;Emilia-Romagna;ITH54
036003;Campogalliano;B539;Modena;MO;Emilia-Romagna;ITH54
036004;Camposanto;B566;Modena;MO;Emilia-Romagna;ITH54
036005;Carpi;B819;Modena;MO;Emilia-Romagna;ITH54
036006;Castelfranco Emilia;C107;Modena;MO;Emilia-Romagna;ITH54
036007;Castelnuovo Rangone;C242;Modena;MO;Emilia-Romagna;ITH54
036008;Castelvetro di Modena;C287;Modena;MO;Emilia-Romagna;ITH54
036009;Cavezzo;C398;Modena;MO;Emilia-Romagna;ITH54
036010;Concordia sulla Secchia;C951;Modena;MO;Emilia-Romagna;ITH54
036011;Fanano;D486;Modena;MO;Emilia-Romagna;ITH54
036012;Finale Emilia;D599;Modena;MO;Emilia-Romagna;ITH54
036013;Fiorano Modenese;D607;Modena;MO;Emilia-Romagna;ITH54
036014;Fiumalbo;D617;Modena;MO;Emilia-Romagna;ITH54
036015;Formigine;D711;Modena;MO;Emilia-Romagna;ITH54
036016;Frassinoro;D783;Modena;MO;Emilia-Romagna;ITH54
036017;Guiglia;E264;Modena;MO;Emilia-Romagna;ITH54
036018;Lama Mocogno;E426;Modena;MO;Emilia-Romagna;ITH54
036019;Maranello;E904;Modena;MO;Emilia-Romagna;ITH54
036020;Marano sul Panaro;E905;Modena;MO;Emilia-Romagna;ITH54
036021;Medolla;F087;Modena;MO;Emilia-Romagna;ITH54
036022;Mirandola;F240;Modena;MO;Emilia-Romagna;ITH54
036023;Modena;F257;Modena;MO;Emilia-Romagna;ITH54
036024;Montecreto;F484;Modena;MO;Emilia-Romagna;ITH54
036025;Montefiorino;F503;Modena;MO;Emilia-Romagna;ITH54
036026;Montese;F642;Modena;MO;Emilia-Romagna;ITH54
036027;Nonantola;F930;Modena;MO;Emilia-Romagna;ITH54
036028;Novi di Modena;F966;Modena;MO;Emilia-Romagna;ITH54
036029;Palagano;G250;Modena;MO;Emilia-Romagna;ITH54
036030;Pavullo nel Frignano;G393;Modena;MO;Emilia-Romagna;ITH54
036031;Pievepelago;G649;Modena;MO;Emilia-Romagna;ITH54
036032;Polinago;G789;Modena;MO;Emilia-Romagna;ITH54
036033;Prignano sulla Secchia;H061;Modena;MO;Emilia-Romagna;ITH54
036034;Ravarino;H195;Modena;MO;Emilia-Romagna;ITH54
036035;Riolunato;H303;Modena;MO;Emilia-Romagna;ITH54
036036;San Cesario sul Panaro;H794;Modena;MO;Emilia-Romagna;ITH54
036037;San Felice sul Panaro;H835;Modena;MO;Emilia-Romagna;ITH54
036038;San Possidonio;I128;Modena;MO;Emilia-Romagna;ITH54
036039;San Prospero;I133;Modena;MO;Emilia-Romagna;ITH54
036040;Sassuolo;I462;Modena;MO;Emilia-Romagna;ITH54
036041;Savignano sul Panaro;I473;Modena;MO;Emilia-Romagna;ITH54
036042;Serramazzoni;F357;Modena;MO;Emilia-Romagna;ITH54
036043;Sestola;I689;Modena;MO;Emilia-Romagna;ITH54
036044;Soliera;I802;Modena;MO;Emilia-Romagna;ITH54
036045;Spilamberto;I903;Modena;MO;Emilia-Romagna;ITH54
036046;Vignola;L885;Modena;MO;Emilia-Romagna;ITH54
036047;Zocca;M183;Modena;MO;Emilia-Romagna;ITH54
037001;Anzola dell'Emilia;A324;Bologna;BO;Emilia-Romagna;ITH55
037002;Argelato;A392;Bologna;BO;Emilia-Romagna;ITH55
037003;Baricella;A665;Bologna;BO;Emilia-Romagna;ITH55
037005;Bentivoglio;A785;Bologna;BO;Emilia-Romagna;ITH55
037006;Bologna;A944;Bologna;BO;Emilia-Romagna;ITH55
037007;Borgo Tossignano;B044;Bologna;BO;Emilia-Romagna;ITH55
037008;Budrio;B249;Bologna;BO;Emilia-Romagna;ITH55
037009;Calderara di Reno;B399;Bologna;BO;Emilia-Romagna;ITH55
037010;Camugnano;B572;Bologna;BO;Emilia-Romagna;ITH55
037011;Casalecchio di Reno;B880;Bologna;BO;Emilia-Romagna;ITH55
037012;Casalfiumanese;B892;Bologna;BO;Emilia-Romagna;ITH55
037013;Castel d'Aiano;C075;Bologna;BO;Emilia-Romagna;ITH55
037014;Castel del Rio;C086;Bologna;BO;Emilia-Romagna;ITH55
037015;Castel di Casio;B969;Bologna;BO;Emilia-Romagna;ITH55
037016;Castel Guelfo di Bologna;C121;Bologna;BO;Emilia-Romagna;ITH55
037017;Castello d'Argile;C185;Bologna;BO;Emilia-Romagna;ITH55
037019;Castel Maggiore;C204;Bologna;BO;Emilia-Romagna;ITH55
037020;Castel San Pietro Terme;C265;Bologna;BO;Emilia-Romagna;ITH55
037021;Castenaso;C292;Bologna;BO;Emilia-Romagna;ITH55
037022;Castiglione dei Pepoli;C296;Bologna;BO;Emilia-Romagna;ITH55
037024;Crevalcore;D166;Bologna;BO;Emilia-Romagna;ITH55
037025;Dozza;D360;Bologna;BO;Emilia-Romagna;ITH55
037026;Fontanelice;D668;Bologna;BO;Emilia-Romagna;ITH55
037027;Gaggio Montano;D847;Bologna;BO;Emilia-Romagna;ITH55
037028;Galliera;D878;Bologna;BO;Emilia-Romagna;ITH55
037030;Granarolo dell'Emilia;E136;Bologna;BO;Emilia-Romagna;ITH55
037031;Grizzana Morandi;E187;Bologna;BO;Emilia-Romagna;ITH55
037032;Imola;E289;Bologna;BO;Emilia-Romagna;ITH55
037033;Lizzano in Belvedere;A771;Bologna;BO;Emilia-Romagna;ITH55
037034;Loiano;E655;Bologna;BO;Emilia-Romagna;ITH55
037035;Malalbergo;E844;Bologna;BO;Emilia-Romagna;ITH55
037036;Marzabotto;B689;Bologna;BO;Emilia-Romagna;ITH55
037037;Medicina;F083;Bologna;BO;Emilia-Romagna;ITH55
037038;Minerbio;F219;Bologna;BO;Emilia-Romagna;ITH55
037039;Molinella;F288;Bologna;BO;Emilia-Romagna;ITH55
037040;Monghidoro;F363;Bologna;BO;Emilia-Romagna;ITH55
037041;Monterenzio;F597;Bologna;BO;Emilia-Romagna;ITH55
037042;Monte San Pietro;F627;Bologna;BO;Emilia-Romagna;ITH55
037044;Monzuno;F706;Bologna;BO;Emilia-Romagna;ITH55
037045;Mordano;F718;Bologna;BO;Emilia-Romagna;ITH55
037046;Ozzano dell'Emilia;G205;Bologna;BO;Emilia-Romagna;ITH55
037047;Pianoro;G570;Bologna;BO;Emilia-Romagna;ITH55
037048;Pieve di Cento;G643;Bologna;BO;Emilia-Romagna;ITH55
037050;Sala Bolognese;H678;Bologna;BO;Emilia-Romagna;ITH55
037051;San Benedetto Val di Sambro;G566;Bologna;BO;Emilia-Romagna;ITH55
037052;San Giorgio di Piano;H896;Bologna;BO;Emilia-Romagna;ITH55
037053;San Giovanni in Persiceto;G467;Bologna;BO;Emilia-Romagna;ITH55
037054;San Lazzaro di Savena;H945;Bologna;BO;Emilia-Romagna;ITH55
037055;San Pietro in Casale;I110;Bologna;BO;Emilia-Romagna;ITH55
037056;Sant'Agata Bolognese;I191;Bologna;BO;Emilia-Romagna;ITH55
037057;Sasso Marconi;G972;Bologna;BO;Emilia-Romagna;ITH55
037059;Vergato;L762;Bologna;BO;Emilia-Romagna;ITH55
037060;Zola Predosa;M185;Bologna;BO;Emilia-Romagna;ITH55
037061;Valsamoggia;M320;Bologna;BO;Emilia-Romagna;ITH55
037062;Alto Reno Terme;M369;Bologna;BO;Emilia-Romagna;ITH55
038001;Argenta;A393;Ferrara;FE;Emilia-Romagna;ITH56
038003;Bondeno;A965;Ferrara;FE;Emilia-Romagna;ITH56
038004;Cento;C469;Ferrara;FE;Emilia-Romagna;ITH56
038005;Codigoro;C814;Ferrara;FE;Emilia-Romagna;ITH56
038006;Comacchio;C912;Ferrara;FE;Emilia-Romagna;ITH56
038007;Copparo;C980;Ferrara;FE;Emilia-Romagna;ITH56
038008;Ferrara;D548;Ferrara;FE;Emilia-Romagna;ITH56
038010;Jolanda di Savoia;E320;Ferrara;FE;Emilia-Romagna;ITH56
038011;Lagosanto;E410;Ferrara;FE;Emilia-Romagna;ITH56
038012;Masi Torello;F016;Ferrara;FE;Emilia-Romagna;ITH56
038014;Mesola;F156;Ferrara;FE;Emilia-Romagna;ITH56
038017;Ostellato;G184;Ferrara;FE;Emilia-Romagna;ITH56
038018;Poggio Renatico;G768;Ferrara;FE;Emilia-Romagna;ITH56
038019;Portomaggiore;G916;Ferrara;FE;Emilia-Romagna;ITH56
038022;Vigarano Mainarda;L868;Ferrara;FE;Emilia-Romagna;ITH56
038023;Voghiera;M110;Ferrara;FE;Emilia-Romagna;ITH56
038025;Goro;E107;Ferrara;FE;Emilia-Romagna;ITH56
038027;Fiscaglia;M323;Ferrara;FE;Emilia-Romagna;ITH56
038028;Terre del Reno;M381;Ferrara;FE;Emilia-Romagna;ITH56
038029;Riva del Po;M410;Ferrara;FE;Emilia-Romagna;ITH56
038030;Tresignana;M409;Ferrara;FE;Emilia-Romagna;ITH56
039001;Alfonsine;A191;Ravenna;RA;Emilia-Romagna;ITH57
039002;Bagnacavallo;A547;Ravenna;RA;Emilia-Romagna;ITH57
039003;Bagnara di Romagna;A551;Ravenna;RA;Emilia-Romagna;ITH57
039004;Brisighella;B188;Ravenna;RA;Emilia-Romagna;ITH57
039005;Casola Valsenio;B982;Ravenna;RA;Emilia-Romagna;ITH57
039006;Castel Bolognese;C065;Ravenna;RA;Emilia-Romagna;ITH57
039007;Cervia;C553;Ravenna;RA;Emilia-Romagna;ITH57
039008;Conselice;C963;Ravenna;RA;Emilia-Romagna;ITH57
039009;Cotignola;D121;Ravenna;RA;Emilia-Romagna;ITH57
039010;Faenza;D458;Ravenna;RA;Emilia-Romagna;ITH57
039011;Fusignano;D829;Ravenna;RA;Emilia-Romagna;ITH57
039012;Lugo;E730;Ravenna;RA;Emilia-Romagna;ITH57
039013;Massa Lombarda;F029;Ravenna;RA;Emilia-Romagna;ITH57
039014;Ravenna;H199;Ravenna;RA;Emilia-Romagna;ITH57
039015;Riolo Terme;H302;Ravenna;RA;Emilia-Romagna;ITH57
039016;Russi;H642;Ravenna;RA;Emilia-Romagna;ITH57
039017;Sant'Agata sul Santerno;I196;Ravenna;RA;Emilia-Romagna;ITH57
039018;Solarolo;I787;Ravenna;RA;Emilia-Romagna;ITH57
040001;Bagno di Romagna;A565;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040003;Bertinoro;A809;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040004;Borghi;B001;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040005;Castrocaro Terme e Terra del Sole;C339;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040007;Cesena;C573;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040008;Cesenatico;C574;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040009;Civitella di Romagna;C777;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040011;Dovadola;D357;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040012;Forlì;D704;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040013;Forlimpopoli;D705;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040014;Galeata;D867;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040015;Gambettola;D899;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040016;Gatteo;D935;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040018;Longiano;E675;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040019;Meldola;F097;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040020;Mercato Saraceno;F139;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040022;Modigliana;F259;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040028;Montiano;F668;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040031;Portico e San Benedetto;G904;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040032;Predappio;H017;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040033;Premilcuore;H034;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040036;Rocca San Casciano;H437;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040037;Roncofreddo;H542;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040041;San Mauro Pascoli;I027;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040043;Santa Sofia;I310;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040044;Sarsina;I444;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040045;Savignano sul Rubicone;I472;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040046;Sogliano al Rubicone;I779;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040049;Tredozio;L361;Forlì-Cesena;FC;Emilia-Romagna;ITH58
040050;Verghereto;L764;Forlì-Cesena;FC;Emilia-Romagna;ITH58
041001;Acqualagna;A035;Pesaro e Urbino;PU;Marche;ITI31
041002;Apecchio;A327;Pesaro e Urbino;PU;Marche;ITI31
041005;Belforte all'Isauro;A740;Pesaro e Urbino;PU;Marche;ITI31
041006;Borgo Pace;B026;Pesaro e Urbino;PU;Marche;ITI31
041007;Cagli;B352;Pesaro e Urbino;PU;Marche;ITI31
041008;Cantiano;B636;Pesaro e Urbino;PU;Marche;ITI31
041009;Carpegna;B816;Pesaro e Urbino;PU;Marche;ITI31
041010;Cartoceto;B846;Pesaro e Urbino;PU;Marche;ITI31
041013;Fano;D488;Pesaro e Urbino;PU;Marche;ITI31
041014;Fermignano;D541;Pesaro e Urbino;PU;Marche;ITI31
041015;Fossombrone;D749;Pesaro e Urbino;PU;Marche;ITI31
041016;Fratte Rosa;D791;Pesaro e Urbino;PU;Marche;ITI31
041017;Frontino;D807;Pesaro e Urbino;PU;Marche;ITI31
041018;Frontone;D808;Pesaro e Urbino;PU;Marche;ITI31
041019;Gabicce Mare;D836;Pesaro e Urbino;PU;Marche;ITI31
041020;Gradara;E122;Pesaro e Urbino;PU;Marche;ITI31
041021;Isola del Piano;E351;Pesaro e Urbino;PU;Marche;ITI31
041022;Lunano;E743;Pesaro e Urbino;PU;Marche;ITI31
041023;Macerata Feltria;E785;Pesaro e Urbino;PU;Marche;ITI31
041025;Mercatello sul Metauro;F135;Pesaro e Urbino;PU;Marche;ITI31
041026;Mercatino Conca;F136;Pesaro e Urbino;PU;Marche;ITI31
041027;Mombaroccio;F310;Pesaro e Urbino;PU;Marche;ITI31
041028;Mondavio;F347;Pesaro e Urbino;PU;Marche;ITI31
041029;Mondolfo;F348;Pesaro e Urbino;PU;Marche;ITI31
041030;Montecalvo in Foglia;F450;Pesaro e Urbino;PU;Marche;ITI31
041031;Monte Cerignone;F467;Pesaro e Urbino;PU;Marche;ITI31
041034;Montefelcino;F497;Pesaro e Urbino;PU;Marche;ITI31
041035;Monte Grimano Terme;F524;Pesaro e Urbino;PU;Marche;ITI31
041036;Montelabbate;F533;Pesaro e Urbino;PU;Marche;ITI31
041038;Monte Porzio;F589;Pesaro e Urbino;PU;Marche;ITI31
041041;Peglio;G416;Pesaro e Urbino;PU;Marche;ITI31
041043;Pergola;G453;Pesaro e Urbino;PU;Marche;ITI31
041044;Pesaro;G479;Pesaro e Urbino;PU;Marche;ITI31
041045;Petriano;G514;Pesaro e Urbino;PU;Marche;ITI31
041047;Piandimeleto;G551;Pesaro e Urbino;PU;Marche;ITI31
041048;Pietrarubbia;G627;Pesaro e Urbino;PU;Marche;ITI31
041049;Piobbico;G682;Pesaro e Urbino;PU;Marche;ITI31
041051;San Costanzo;H809;Pesaro e Urbino;PU;Marche;ITI31
041054;San Lorenzo in Campo;H958;Pesaro e Urbino;PU;Marche;ITI31
041057;Sant'Angelo in Vado;I287;Pesaro e Urbino;PU;Marche;ITI31
041058;Sant'Ippolito;I344;Pesaro e Urbino;PU;Marche;ITI31
041061;Serra Sant'Abbondio;I654;Pesaro e Urbino;PU;Marche;ITI31
041064;Tavoleto;L078;Pesaro e Urbino;PU;Marche;ITI31
041065;Tavullia;L081;Pesaro e Urbino;PU;Marche;ITI31
041066;Urbania;L498;Pesaro e Urbino;PU;Marche;ITI31
041067;Urbino;L500;Pesaro e Urbino;PU;Marche;ITI31
041068;Vallefoglia;M331;Pesaro e Urbino;PU;Marche;ITI31
041069;Colli al Metauro;M380;Pesaro e Urbino;PU;Marche;ITI31
041070;Terre Roveresche;M379;Pesaro e Urbino;PU;Marche;ITI31
041071;Sassocorvaro Auditore;M413;Pesaro e Urbino;PU;Marche;ITI31
042001;Agugliano;A092;Ancona;AN;Marche;ITI32
042002;Ancona;A271;Ancona;AN;Marche;ITI32
042003;Arcevia;A366;Ancona;AN;Marche;ITI32
042004;Barbara;A626;Ancona;AN;Marche;ITI32
042005;Belvedere Ostrense;A769;Ancona;AN;Marche;ITI32
042006;Camerano;B468;Ancona;AN;Marche;ITI32
042007;Camerata Picena;B470;Ancona;AN;Marche;ITI32
042008;Castelbellino;C060;Ancona;AN;Marche;ITI32
042010;Castelfidardo;C100;Ancona;AN;Marche;ITI32
042011;Castelleone di Suasa;C152;Ancona;AN;Marche;ITI32
042012;Castelplanio;C248;Ancona;AN;Marche;ITI32
042013;Cerreto d'Esi;C524;Ancona;AN;Marche;ITI32
042014;Chiaravalle;C615;Ancona;AN;Marche;ITI32
042015;Corinaldo;D007;Ancona;AN;Marche;ITI32
042016;Cupramontana;D211;Ancona;AN;Marche;ITI32
042017;Fabriano;D451;Ancona;AN;Marche;ITI32
042018;Falconara Marittima;D472;Ancona;AN;Marche;ITI32
042019;Filottrano;D597;Ancona;AN;Marche;ITI32
042020;Genga;D965;Ancona;AN;Marche;ITI32
042021;Jesi;E388;Ancona;AN;Marche;ITI32
042022;Loreto;E690;Ancona;AN;Marche;ITI32
042023;Maiolati Spontini;E837;Ancona;AN;Marche;ITI32
042024;Mergo;F145;Ancona;AN;Marche;ITI32
042025;Monsano;F381;Ancona;AN;Marche;ITI32
042026;Montecarotto;F453;Ancona;AN;Marche;ITI32
042027;Montemarciano;F560;Ancona;AN;Marche;ITI32
042029;Monte Roberto;F600;Ancona;AN;Marche;ITI32
042030;Monte San Vito;F634;Ancona;AN;Marche;ITI32
042031;Morro d'Alba;F745;Ancona;AN;Marche;ITI32
042032;Numana;F978;Ancona;AN;Marche;ITI32
042033;Offagna;G003;Ancona;AN;Marche;ITI32
042034;Osimo;G157;Ancona;AN;Marche;ITI32
042035;Ostra;F401;Ancona;AN;Marche;ITI32
042036;Ostra Vetere;F581;Ancona;AN;Marche;ITI32
042037;Poggio San Marcello;G771;Ancona;AN;Marche;ITI32
042038;Polverigi;G803;Ancona;AN;Marche;ITI32
042040;Rosora;H575;Ancona;AN;Marche;ITI32
042041;San Marcello;H979;Ancona;AN;Marche;ITI32
042042;San Paolo di Jesi;I071;Ancona;AN;Marche;ITI32
042043;Santa Maria Nuova;I251;Ancona;AN;Marche;ITI32
042044;Sassoferrato;I461;Ancona;AN;Marche;ITI32
042045;Senigallia;I608;Ancona;AN;Marche;ITI32
042046;Serra de' Conti;I643;Ancona;AN;Marche;ITI32
042047;Serra San Quirico;I653;Ancona;AN;Marche;ITI32
042048;Sirolo;I758;Ancona;AN;Marche;ITI32
042049;Staffolo;I932;Ancona;AN;Marche;ITI32
042050;Trecastelli;M318;Ancona;AN;Marche;ITI32
043002;Apiro;A329;Macerata;MC;Marche;ITI33
043003;Appignano;A334;Macerata;MC;Marche;ITI33
043004;Belforte del Chienti;A739;Macerata;MC;Marche;ITI33
043005;Bolognola;A947;Macerata;MC;Marche;ITI33
043006;Caldarola;B398;Macerata;MC;Marche;ITI33
043007;Camerino;B474;Macerata;MC;Marche;ITI33
043008;Camporotondo di Fiastrone;B562;Macerata;MC;Marche;ITI33
043009;Castelraimondo;C251;Macerata;MC;Marche;ITI33
043010;Castelsantangelo sul Nera;C267;Macerata;MC;Marche;ITI33
043011;Cessapalombo;C582;Macerata;MC;Marche;ITI33
043012;Cingoli;C704;Macerata;MC;Marche;ITI33
043013;Civitanova Marche;C770;Macerata;MC;Marche;ITI33
043014;Colmurano;C886;Macerata;MC;Marche;ITI33
043015;Corridonia;D042;Macerata;MC;Marche;ITI33
043016;Esanatoglia;D429;Macerata;MC;Marche;ITI33
043017;Fiastra;D564;Macerata;MC;Marche;ITI33
043019;Fiuminata;D628;Macerata;MC;Marche;ITI33
043020;Gagliole;D853;Macerata;MC;Marche;ITI33
043021;Gualdo;E228;Macerata;MC;Marche;ITI33
043022;Loro Piceno;E694;Macerata;MC;Marche;ITI33
043023;Macerata;E783;Macerata;MC;Marche;ITI33
043024;Matelica;F051;Macerata;MC;Marche;ITI33
043025;Mogliano;F268;Macerata;MC;Marche;ITI33
043026;Montecassiano;F454;Macerata;MC;Marche;ITI33
043027;Monte Cavallo;F460;Macerata;MC;Marche;ITI33
043028;Montecosaro;F482;Macerata;MC;Marche;ITI33
043029;Montefano;F496;Macerata;MC;Marche;ITI33
043030;Montelupone;F552;Macerata;MC;Marche;ITI33
043031;Monte San Giusto;F621;Macerata;MC;Marche;ITI33
043032;Monte San Martino;F622;Macerata;MC;Marche;ITI33
043033;Morrovalle;F749;Macerata;MC;Marche;ITI33
043034;Muccia;F793;Macerata;MC;Marche;ITI33
043035;Penna San Giovanni;G436;Macerata;MC;Marche;ITI33
043036;Petriolo;G515;Macerata;MC;Marche;ITI33
043038;Pieve Torina;G657;Macerata;MC;Marche;ITI33
043039;Pioraco;G690;Macerata;MC;Marche;ITI33
043040;Poggio San Vicino;D566;Macerata;MC;Marche;ITI33
043041;Pollenza;F567;Macerata;MC;Marche;ITI33
043042;Porto Recanati;G919;Macerata;MC;Marche;ITI33
043043;Potenza Picena;F632;Macerata;MC;Marche;ITI33
043044;Recanati;H211;Macerata;MC;Marche;ITI33
043045;Ripe San Ginesio;H323;Macerata;MC;Marche;ITI33
043046;San Ginesio;H876;Macerata;MC;Marche;ITI33
043047;San Severino Marche;I156;Macerata;MC;Marche;ITI33
043048;Sant'Angelo in Pontano;I286;Macerata;MC;Marche;ITI33
043049;Sarnano;I436;Macerata;MC;Marche;ITI33
043050;Sefro;I569;Macerata;MC;Marche;ITI33
043051;Serrapetrona;I651;Macerata;MC;Marche;ITI33
043052;Serravalle di Chienti;I661;Macerata;MC;Marche;ITI33
043053;Tolentino;L191;Macerata;MC;Marche;ITI33
043054;Treia;L366;Macerata;MC;Marche;ITI33
043055;Urbisaglia;L501;Macerata;MC;Marche;ITI33
043056;Ussita;L517;Macerata;MC;Marche;ITI33
043057;Visso;M078;Macerata;MC;Marche;ITI33
043058;Valfornace;M382;Macerata;MC;Marche;ITI33
044001;Acquasanta Terme;A044;Ascoli Piceno;AP;Marche;ITI34
044002;Acquaviva Picena;A047;Ascoli Piceno;AP;Marche;ITI34
